Title,Category
Just Peace: A Message of Hope,"Literary Criticism , Poetry"
Beast Feast: Poems & Paintings,"Juvenile Nonfiction , Poetry , General"
Did You See What I Saw?: Poems About School (Picture Puffins),"Juvenile Nonfiction , Poetry , Humorous"
The Color of Love: An Artist's Book of Poetry and Passion,"Poetry , General"
William Wordsworth: Selected Poems (Croft Classics),"Literary Criticism , Poetry"
A Working Girl Can't Win : And Other Poems,"Poetry , American , General"
Silence Fell,"Poetry , European , English, Irish, Scottish, Welsh"
The Classic Treasury of Silly Poetry,"Poetry , General"
The Seagull Reader: Poems (Second Edition),"Literary Criticism , Poetry"
Phases of the Moon,"Poetry , American , General"
Rolling in the Aisles : Kids Pick the Funniest Poems,"Juvenile Nonfiction , Poetry , Humorous"
Poetry for Young People: Carl Sandburg,"Juvenile Nonfiction , Poetry , General"
Joy for the Heart,"Poetry , General"
STATE OF BLESSED GLUTTONY,"Poetry , General"
"A Blessing, Caring & Sharing: Poems By Doris Washington","Poetry , American , General"
The Best American Poetry 2003,"Poetry , Anthologies (multiple authors)"
The Language of Life: A Festival of Poets,"Poetry , Anthologies (multiple authors)"
Fifteen Animals! (Boynton on Board),"Juvenile Nonfiction , Poetry , Humorous"
"Full Woman, Fleshly Apple, Hot Moon: Selected Poems of Pablo Neruda","Poetry , European , General"
insectlopedia,"Juvenile Nonfiction , Poetry , Humorous"
Poetry Out Loud,"Poetry , Anthologies (multiple authors)"
The Niagara River: Poems (Grove Press Poetry),"Poetry , American , General"
Selected Poems of Byron (Wordsworth Poetry Library),"Poetry , Continental European"
"Mother, I Love You","Poetry , American , General"
Other Latitudes (Akron Series in Poetry),"Poetry , American , General"
The Book of Uncommon Prayer,"Poetry , Subjects & Themes , Inspirational & Religious"
Khamsin: Memoirs & Poetry of a Native Israeli (Three Continents Press),"Poetry , General"
"Love Poetry, The Penguin Book of","Poetry , General"
A Daughter Is Forever (Blue Mountain Arts Collection),"Poetry , General"
A Small Child's Book of Cozy Poems,"Juvenile Nonfiction , Poetry , General"
A Collection of Love Gifts (VALUE BOOKS),"Poetry , Subjects & Themes , Inspirational & Religious"
A Frog Inside My Hat: A First Book of Poems,"Juvenile Nonfiction , Poetry , General"
Angel to Angel: A Mother's Gift of Love,"Juvenile Nonfiction , Poetry , General"
Four Centuries of Great Love Poems (Borders Classics),"Poetry , General"
Above the Tree Line (Carnegie Mellon Poetry Series),"Poetry , American , General"
Neighborhood Odes,"Juvenile Nonfiction , Poetry , General"
Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets,"Poetry , General"
The Spell of the Yukon,"Poetry , American , General"
Mrs. Cole on an Onion Roll (Aladdin Picture Books),"Juvenile Nonfiction , Poetry , Humorous"
"Grasshopper Pie and Other Poems (Penguin Young Readers, Level 3)","Juvenile Nonfiction , Poetry , Humorous"
Dirt on My Shirt: Selected Poems (I Can Read Level 2),"Juvenile Nonfiction , Poetry , Humorous"
Silver Seeds,"Juvenile Nonfiction , Poetry , General"
English Love Poems,"Poetry , General"
Children's Classic Poetry,"Juvenile Nonfiction , Poetry , General"
A Collection of Blessings (VALUE BOOKS),"Poetry , Subjects & Themes , Inspirational & Religious"
Thoughts to Share With a Wonderful Mother (Language of Series),"Poetry , Anthologies (multiple authors)"
A Touch of Flame: An Anthology of Contemporary Christian Poetry (A Lion paperback),"Poetry , General"
Breathing Room: Poems,"Poetry , American , General"
Selected Poems (Perennial Classics),"Poetry , General"
With God by Your Side: ...You Never Have to Be Alone : A Collection from Blue Mountain Arts (Inspiration),"Literary Criticism , Poetry"
The Cradle Place,"Poetry , American , General"
Through the Glass Window Shines the Sun: An Anthology of Medieval Poetry and Prose,"Poetry , General"
Poem in Your Pocket: 200 Poems to Read and Carry,"Poetry , Anthologies (multiple authors)"
Versed in Country Things,"Poetry , General"
In the Nocturnal Animal House,"Poetry , American , General"
Train Song,"Juvenile Nonfiction , Poetry , General"
Little Orphant Annie and Other Poems (Dover Thrift Editions),"Poetry , American , General"
Animal Snackers,"Juvenile Nonfiction , Poetry , General"
"There Is Greatness Within You, My Son (Blue Mountain Arts Collection)","Poetry , Australian & Oceanian"
I Love You,"Juvenile Nonfiction , Poetry , General"
